sample_id,bloque,tratamiento,genotipo,tipo_dato,variable,value,layer
TRIGO_G2_B2_Ctrl,Bloque_2,Control,G2,simulado,GABA,58.31,Metabolómica
TRIGO_G2_B2_Ctrl,Bloque_2,Control,G2,simulado,Malato,71.59,Metabolómica
TRIGO_G2_B2_Ctrl,Bloque_2,Control,G2,simulado,Citrato,57.17,Metabolómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,A_net,24.22,Fisiología
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,gs,0.33,Fisiología
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,Ci,209.5,Fisiología
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,E,3.91,Fisiología
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,Fv_Fm,0.819,Fisiología
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,SPAD,46.4,Fisiología
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,CTD,5.35,Fisiología
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,K_mg_g,37.12,Ionómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,Na_mg_g,1.21,Ionómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,Ca_mg_g,9.08,Ionómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,Mg_mg_g,2.89,Ionómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,P_mg_g,3.85,Ionómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,Fe_ug_g,110.5,Ionómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,Zn_ug_g,41.8,Ionómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,Mn_ug_g,66.1,Ionómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,Glucosa,137.68,Metabolómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,Fructosa,90.47,Metabolómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,Sacarosa,94.25,Metabolómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,Rafinosa,25.95,Metabolómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,Prolina,45.01,Metabolómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,GABA,61.26,Metabolómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,Malato,71.58,Metabolómica
TRIGO_G3_B2_Ctrl,Bloque_2,Control,G3,simulado,Citrato,65.08,Metabolómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,A_net,19.28,Fisiología
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,gs,0.318,Fisiología
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,Ci,215.1,Fisiología
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,E,4.07,Fisiología
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,Fv_Fm,0.823,Fisiología
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,SPAD,46,Fisiología
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,CTD,4.91,Fisiología
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,K_mg_g,39.27,Ionómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,Na_mg_g,1.13,Ionómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,Ca_mg_g,8.88,Ionómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,Mg_mg_g,3.46,Ionómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,P_mg_g,4.23,Ionómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,Fe_ug_g,104.8,Ionómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,Zn_ug_g,39,Ionómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,Mn_ug_g,64.2,Ionómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,Glucosa,135.9,Metabolómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,Fructosa,84.94,Metabolómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,Sacarosa,102.73,Metabolómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,Rafinosa,23.14,Metabolómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,Prolina,42.74,Metabolómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,GABA,57.38,Metabolómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,Malato,69.26,Metabolómica
TRIGO_G4_B2_Ctrl,Bloque_2,Control,G4,simulado,Citrato,49.24,Metabolómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,A_net,19.45,Fisiología
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,gs,0.331,Fisiología
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,Ci,214.1,Fisiología
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,E,3.95,Fisiología
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,Fv_Fm,0.823,Fisiología
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,SPAD,44.5,Fisiología
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,CTD,3.89,Fisiología
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,K_mg_g,38.54,Ionómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,Na_mg_g,1.3,Ionómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,Ca_mg_g,9.36,Ionómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,Mg_mg_g,3.27,Ionómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,P_mg_g,3.97,Ionómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,Fe_ug_g,119.1,Ionómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,Zn_ug_g,40.4,Ionómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,Mn_ug_g,67.9,Ionómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,Glucosa,138.23,Metabolómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,Fructosa,83.83,Metabolómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,Sacarosa,91.82,Metabolómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,Rafinosa,23.99,Metabolómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,Prolina,43.47,Metabolómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,GABA,59.99,Metabolómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,Malato,71.49,Metabolómica
TRIGO_G5_B2_Ctrl,Bloque_2,Control,G5,simulado,Citrato,62.83,Metabolómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,A_net,17.55,Fisiología
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,gs,0.194,Fisiología
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,Ci,260.7,Fisiología
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,E,2.73,Fisiología
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,Fv_Fm,0.797,Fisiología
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,SPAD,43.4,Fisiología
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,CTD,3.05,Fisiología
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,K_mg_g,33.75,Ionómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,Na_mg_g,1.78,Ionómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,Ca_mg_g,10.74,Ionómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,Mg_mg_g,3.05,Ionómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,P_mg_g,3.9,Ionómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,Fe_ug_g,113.2,Ionómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,Zn_ug_g,42.1,Ionómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,Mn_ug_g,57.3,Ionómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,Glucosa,108.04,Metabolómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,Fructosa,87.73,Metabolómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,Sacarosa,93.29,Metabolómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,Rafinosa,38.98,Metabolómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,Prolina,60.6,Metabolómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,GABA,60.71,Metabolómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,Malato,71.5,Metabolómica
TRIGO_G1_B2_Heat,Bloque_2,Calor,G1,simulado,Citrato,58.35,Metabolómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,A_net,8.64,Fisiología
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,gs,0.133,Fisiología
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,Ci,295.9,Fisiología
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,E,1.51,Fisiología
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,Fv_Fm,0.68,Fisiología
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,SPAD,32.6,Fisiología
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,CTD,1.48,Fisiología
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,K_mg_g,28.62,Ionómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,Na_mg_g,1.68,Ionómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,Ca_mg_g,11.72,Ionómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,Mg_mg_g,3.51,Ionómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,P_mg_g,4.07,Ionómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,Fe_ug_g,103.8,Ionómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,Zn_ug_g,39.8,Ionómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,Mn_ug_g,65.8,Ionómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,Glucosa,74.93,Metabolómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,Fructosa,62.17,Metabolómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,Sacarosa,71.22,Metabolómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,Rafinosa,51.93,Metabolómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,Prolina,69.62,Metabolómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,GABA,74.26,Metabolómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,Malato,57.18,Metabolómica
TRIGO_G2_B2_Heat,Bloque_2,Calor,G2,simulado,Citrato,46.61,Metabolómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,A_net,18.25,Fisiología
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,gs,0.169,Fisiología
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,Ci,295.2,Fisiología
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,E,2.05,Fisiología
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,Fv_Fm,0.809,Fisiología
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,SPAD,41.6,Fisiología
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,CTD,2.99,Fisiología
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,K_mg_g,35.55,Ionómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,Na_mg_g,1.75,Ionómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,Ca_mg_g,11.31,Ionómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,Mg_mg_g,3.22,Ionómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,P_mg_g,3.84,Ionómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,Fe_ug_g,108.9,Ionómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,Zn_ug_g,41,Ionómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,Mn_ug_g,67.7,Ionómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,Glucosa,108.01,Metabolómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,Fructosa,64.48,Metabolómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,Sacarosa,58.33,Metabolómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,Rafinosa,42.28,Metabolómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,Prolina,65.7,Metabolómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,GABA,70.94,Metabolómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,Malato,66.48,Metabolómica
TRIGO_G3_B2_Heat,Bloque_2,Calor,G3,simulado,Citrato,47.06,Metabolómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,A_net,8.72,Fisiología
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,gs,0.157,Fisiología
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,Ci,290.1,Fisiología
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,E,2.13,Fisiología
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,Fv_Fm,0.675,Fisiología
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,SPAD,33.1,Fisiología
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,CTD,1.23,Fisiología
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,K_mg_g,28.46,Ionómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,Na_mg_g,1.86,Ionómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,Ca_mg_g,12.51,Ionómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,Mg_mg_g,3.44,Ionómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,P_mg_g,3.96,Ionómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,Fe_ug_g,104.7,Ionómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,Zn_ug_g,44.5,Ionómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,Mn_ug_g,59.8,Ionómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,Glucosa,98.11,Metabolómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,Fructosa,77.34,Metabolómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,Sacarosa,79.04,Metabolómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,Rafinosa,44.86,Metabolómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,Prolina,65.64,Metabolómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,GABA,71.63,Metabolómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,Malato,60.06,Metabolómica
TRIGO_G4_B2_Heat,Bloque_2,Calor,G4,simulado,Citrato,56.6,Metabolómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,A_net,8.32,Fisiología
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,gs,0.17,Fisiología
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,Ci,285.3,Fisiología
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,E,1.88,Fisiología
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,Fv_Fm,0.734,Fisiología
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,SPAD,34.1,Fisiología
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,CTD,1.33,Fisiología
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,K_mg_g,28.13,Ionómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,Na_mg_g,1.72,Ionómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,Ca_mg_g,10.72,Ionómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,Mg_mg_g,3.21,Ionómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,P_mg_g,3.8,Ionómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,Fe_ug_g,101.7,Ionómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,Zn_ug_g,40.6,Ionómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,Mn_ug_g,69,Ionómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,Glucosa,109.67,Metabolómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,Fructosa,76.5,Metabolómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,Sacarosa,52.6,Metabolómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,Rafinosa,46.79,Metabolómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,Prolina,69.69,Metabolómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,GABA,73.02,Metabolómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,Malato,70.91,Metabolómica
TRIGO_G5_B2_Heat,Bloque_2,Calor,G5,simulado,Citrato,45.1,Metabolómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,A_net,25.32,Fisiología
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,gs,0.336,Fisiología
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,Ci,198.8,Fisiología
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,E,4.25,Fisiología
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,Fv_Fm,0.826,Fisiología
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,SPAD,48.5,Fisiología
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,CTD,4.13,Fisiología
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,K_mg_g,36.76,Ionómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,Na_mg_g,1.12,Ionómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,Ca_mg_g,8.16,Ionómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,Mg_mg_g,3.61,Ionómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,P_mg_g,4.59,Ionómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,Fe_ug_g,115.6,Ionómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,Zn_ug_g,44.1,Ionómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,Mn_ug_g,66.2,Ionómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,Glucosa,110.3,Metabolómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,Fructosa,95.42,Metabolómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,Sacarosa,99.97,Metabolómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,Rafinosa,21.84,Metabolómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,Prolina,42.65,Metabolómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,GABA,47.97,Metabolómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,Malato,73.11,Metabolómica
TRIGO_G1_B3_Ctrl,Bloque_3,Control,G1,simulado,Citrato,58.44,Metabolómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,A_net,20.8,Fisiología
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,gs,0.294,Fisiología
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,Ci,213.7,Fisiología
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,E,3.94,Fisiología
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,Fv_Fm,0.811,Fisiología
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,SPAD,42.2,Fisiología
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,CTD,4.48,Fisiología
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,K_mg_g,37.16,Ionómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,Na_mg_g,1.22,Ionómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,Ca_mg_g,8.26,Ionómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,Mg_mg_g,3.55,Ionómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,P_mg_g,4.11,Ionómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,Fe_ug_g,121.5,Ionómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,Zn_ug_g,39.2,Ionómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,Mn_ug_g,63.5,Ionómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,Glucosa,122.06,Metabolómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,Fructosa,88.72,Metabolómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,Sacarosa,86.64,Metabolómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,Rafinosa,26.62,Metabolómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,Prolina,38.81,Metabolómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,GABA,47.17,Metabolómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,Malato,67.2,Metabolómica
TRIGO_G2_B3_Ctrl,Bloque_3,Control,G2,simulado,Citrato,57.15,Metabolómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,A_net,24.06,Fisiología
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,gs,0.317,Fisiología
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,Ci,214.9,Fisiología
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,E,3.64,Fisiología
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,Fv_Fm,0.809,Fisiología
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,SPAD,46,Fisiología
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,CTD,3.2,Fisiología
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,K_mg_g,39.12,Ionómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,Na_mg_g,1.22,Ionómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,Ca_mg_g,7.65,Ionómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,Mg_mg_g,3.15,Ionómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,P_mg_g,3.93,Ionómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,Fe_ug_g,101.6,Ionómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,Zn_ug_g,43.3,Ionómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,Mn_ug_g,67.2,Ionómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,Glucosa,127.44,Metabolómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,Fructosa,86.05,Metabolómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,Sacarosa,88.28,Metabolómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,Rafinosa,25.35,Metabolómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,Prolina,40.21,Metabolómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,GABA,45.09,Metabolómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,Malato,72.82,Metabolómica
TRIGO_G3_B3_Ctrl,Bloque_3,Control,G3,simulado,Citrato,59.01,Metabolómica
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,A_net,19.72,Fisiología
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,gs,0.264,Fisiología
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,Ci,208,Fisiología
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,E,3.34,Fisiología
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,Fv_Fm,0.825,Fisiología
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,SPAD,42.6,Fisiología
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,CTD,4.09,Fisiología
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,K_mg_g,38.92,Ionómica
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,Na_mg_g,1.15,Ionómica
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,Ca_mg_g,8.29,Ionómica
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,Mg_mg_g,3.39,Ionómica
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,P_mg_g,4.15,Ionómica
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,Fe_ug_g,113.4,Ionómica
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,Zn_ug_g,45.6,Ionómica
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,Mn_ug_g,72.9,Ionómica
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,Glucosa,107.26,Metabolómica
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,Fructosa,92.77,Metabolómica
